,Name
1189,Christoph T. Schroeder
1190,A. L. Hedrich
1191,Yash-yee Logan
1192,J. M. Freeman
1193,Pooja Moolchandani
1194,Madhuri Shanbhogue
1195,Malik Aqeel Anwar
1196,Nathan Mlot
1197,Jianyuan Zhai
1198,Benita Comeau
1199,Benjamin D. Bellows
1200,Rhea Mathew
1201,Fangbin Zhou
1202,Hayley I. Evans
1203,Nancy J. Williams-Walls
1204,Almambet Iskakov
1205,Ljilja Ruzic Kascak
1206,Gwendolyn Wang
1207,German Capuano
1208,Cheng-Chieh Hsu
1209,A.B. Dowlatabadi
1210,Zhao Zhao Li
1211,D. C. Fullerton
1212,Richard Beecham
1213,Sylvain F. Milet
1214,Nicholas F. Parnell
1215,Rajiv Jaini
1216,Regan H. Campbell
1217,Hyungseok Yu
1218,Andrew S. Kim
1219,Scott Spencer
1220,Manasvini Sethuraman
1221,Sandra L. Pittelli
1222,Jean-Noel Gorce
1223,Sang Shin Jung
1224,Rohit Mittapalli
1225,Christina M. Gardner
1226,Tom Kropewnicki
1227,Thomas Stone
1228,Molly Slavin
1229,T.F. Godart
1230,F. Wang
1231,Alireza Nazari
1232,Srishti Bhutani
1233,Toni Cvitanic
1234,Ye Qi
1235,William I.N. Sealy
1236,Peter Bergstrom
1237,C. L. Hsu
1238,Janette Mendez-Santiago
1239,Gary G. Hu
1240,Hien Kieu
1241,Qihong Nie
1242,Justin A. Myrick
1243,Julian Arenas
1244,R. M. Burton
1245,Xiaoyong M. Hong
1246,Ellen Strain
1247,H. Windlass
1248,John Wilcher
1249,S.K. Suman
1250,Stuart Romm
1251,Diana Vazquez
1252,R. N. Kapoor
1253,Subodh P. Jagtap
1254,Blair Maclntyre
1255,C-K Chris Wang
1256,Daniel J. Miles
1257,David Pritchett
1258,Dana Forsthoefel
1259,J. Healy
1260,Dhruv Kuchhal
1261,Rupal Thazhath
1262,Difei Yang
1263,Tomer Hamam
1264,Curtis N. Sayre
1265,D.S. Kim
1266,Kimberly Nelson
1267,Ronald F. Sieloff
1268,Justin Bates
1269,M. C. Bernard
1270,Shiliang Zhao
1271,Susan R. Harp
1272,Elaine Schertz
1273,Michael A. Fonseca
1274,Sathis Menon
1275,Philip Pecher
1276,Ryan C. Price
1277,S. Kook
1278,Jacob Logas
1279,Justin A. Bordley
1280,W.-W. Kim
1281,Frederick Chung
1282,Nicolas Guezennec
1283,M. Perrella
1284,Shana C. Kerr
1285,Ross M. Levine
1286,Ana M. Yepes
1287,Bridget T. Heneghan
1288,S. P. Zehner
1289,Sarah N. Vaden
1290,John Besemer
1291,Divan
1292,Oleg Kolesnikov
1293,Heather R. Pierce
1294,Derek Edwards
1295,R. Wang
1296,Indra N. Mukherjee
1297,Sarvari
1298,A. Emanuel Robinson
1299,A.M. Henshaw
1300,Michael D. Grady
1301,A. Winner
1302,B.P. Walsh
1303,"Santanam, Tejas"
1304,Namjoon Suh
1305,R. Zhang
1306,Kyeong Keol Ryu
1307,Tae-Yong Shin
1308,Edward M. Burdette
1309,Eugene A. Laurent
1310,Jeremy T. Brudvik
1311,Dhruv Prakash
1312,B B Mazanti
1313,Manjula N. Variyam
1314,Audrey S. Paulus
1315,Bo Yang
1316,Mendel T. Gordon
1317,Hongzhang Shao
1318,Andreas E. Robertson
1319,Matthew C. Hagy
1320,Alan Alahmad
1321,Yuuna Hoshi
1322,Caleb Ju
1323,H. Hörnis
1324,Dale T. Smith
1325,G. Morabito
1326,S. Michaelides
1327,Xiangdong Xuan
1328,Gregory S. Warren
1329,Joseph R. Carlise
1330,Caitlin Gold
1331,Ho-Seon Lee
1332,Patrick J. Newcomb
1333,Ilsu Kim
1334,B. Lindner
1335,Yi Ji
1336,Karen Milchus
1337,Jeremy S. Noonan
1338,Brian L. Shirley
1339,Eric K. Propst
1340,Karthik Periagaram
1341,Jr Stone
1342,Bongkyoung Kwon
1343,Vamsee Gangaram
1344,D. J. Volz
1345,J. P. Chamberlain
1346,Dylan B. Thomas
1347,C.T. Schroder
1348,Paul Balding
1349,Babafemi O. Odelowo
1350,Yanyan Claire Ji
1351,Jimmy Ding
1352,Anusha Harish
1353,M. Brooke Barta
1354,Siegfried Nöding
1355,Swe-Htet Naing
1356,Tel Rouse
1357,Sister Helene Ven Horst
1358,Yilin Elaine Liu
1359,W. S. Li
1360,Gbolabo Ogunmakin
1361,Ross C. Beppler
1362,Jr. W.M. Leach
1363,Anupama Govinda Raj
1364,Michael W. McKittrick
1365,Vishwanath Subramaniam
1366,Aravindan Veerasamy
1367,Nirbhay Modhe
1368,A. Cheshmehkani
1369,Kimberly A. Wrenn
1370,Fernie G. Mitchelson
1371,Chin Hui Lee
1372,M. Dalal
1373,Carla Gilson
1374,Andrea N. Lay
1375,Chuck Howard
1376,Haley R. Steele
1377,Venkatachalam
1378,Ali T. Alreshaid
1379,Yingjie Qian
1380,Erica H. Tadd
1381,Neha Sugandh
1382,Mark T. Prytula
1383,True Merrill
1384,Yael J. Toporek
1385,R.J. Kovac
1386,Osiris Martinez-Guzman
1387,Deborah H. Turner
1388,Shane Scott
1389,Lawrence A. Pranger
1390,Elizabeth A. Judson
1391,Steve Diggle
1392,B. Lacoume
1393,Taichi Uesaka
1394,D.J. Allred
1395,Jaein Lim
1396,V. N. N. Trilochan Rambhatla
1397,Vernon Crawford
1398,C. E. Kirkwood
1399,Ameya Shankar Limaye
1400,Paul Grzybowski
1401,L.A. Milner
1402,Erik Oscar Sunden
1403,Zhang Chaoqi
1404,Monge Jurado
1405,Rohan Awati
1406,Huimin Yan
1407,J.C. Samp
1408,Vivekanand Vellanki
1409,John Bunch
1410,D. A. Keeling
1411,Hanyan Ann Li
1412,A. Glezer
1413,G.D. Gray
1414,Chinmayee Govinda Raj
1415,Myrsini Mamoli
1416,Kelly J. Dennison
1417,Mark B. Wolf
1418,Kyle Davis
1419,Rachel K. Michel
1420,Jim Rehg
1421,Qandeel Almas
1422,V. Ravisangar
1423,Timothy M. McCrone
1424,Y.K. Lee
1425,Jasmine C. Moore
1426,Ali Etezady
1427,Arben Kalziqi
1428,Stephanie Duncanson
1429,Alessio Orsini
1430,Stephen M. Matechik
1431,Samual Graham
1432,Aurelia Wang
1433,Craig A. Sloane
1434,Clarita F. Asibal
1435,Vinay R. Mehta
1436,Temiloluwa Olubanjo
1437,Yinquan Lu
1438,Kelly Lancaster
1439,P. P. Britt
1440,R. S. Hyde
1441,C. A. Edgar
1442,Caleb Partin
1443,Harris L. Bergman
1444,Richard L. Rutledge
1445,J. W. Cofer
1446,Sangwook Suh
1447,Angela Yoo
1448,"Havrilla, Alex"
1449,Joshua Kimball
1450,Milena A. Khlabystova
1451,Sibel Kara
1452,Matthew Futterman
1453,Anh Van Nguyen
1454,J. M. Cronkhite
1455,N. M. Kreutter
1456,Christina Giannitsi
1457,Wei-Yang Su
1458,Stefany Y. Holguin
1459,Kerry R. Bullock
1460,Jeffery Noble
1461,Lee Fowler
1462,Keir Gonyea
1463,Danielle Geary
1464,Bryan Boling
1465,X. Chen
1466,Huaidong Xu
1467,Alex Goldstein
1468,P. Melet
1469,Zachary Kilwein
1470,M.E. Grupen-Shemansky
1471,Fengyi Zhang
1472,Robert R. Richards
1473,Michael C. Albers
1474,B. Kim
1475,Zachary Adams
1476,Matt Weber
1477,S. Thomas
1478,Zhenxuan Zhang
1479,Bruno Frazier
1480,David Cowan
1481,Howard L. Durham
1482,E. F. E. Zeydel
1483,Pentz Ei
1484,J.A. Pape
1485,Jessica Housley Ochs
1486,H. C. A. King
1487,Richard W. Whitcomb
1488,Smreeti Dahariya
1489,Chun Hung Liu
1490,Richard K. Noel
1491,Jason Elliott
1492,Riley Zeller-Townson
1493,Elizabeth Minne
1494,Y. Joo
1495,W. Brandon Goodwin
1496,Veronica Paez
1497,Dwi Sianto Mansjur
1498,Albert McSweeney
1499,Steven R. Schafer
1500,"Moore, Nathaniel W. H."
1501,Clinton D. Knight
1502,Nicholas B. Bolus
1503,J.M. Cotton
1504,Farzad Sadeghi-Tohidi
1505,Vijay Thakkar
1506,K. H. Breeden
1507,H. H. Jenkins
1508,James Shoop
1509,James E. Allchin
1510,Heriberto D. Solano
1511,Gabriel Peyredieu du Charlat
1512,Verriest
1513,Bruce N. Beckloff
1514,Tracey L. Couse
1515,Jae Kyu Cho
1516,Amalia Leclercq
1517,Maxim Poliashenko
1518,Joseph E. Coury
1519,Mathieu Fenoll
1520,Evan Downing
1521,Michael W. Woodmansee
1522,Robin E. Goodman
1523,John Vande Vate
1524,K. Prabhakar
1525,Brian Wills
1526,Carol Choi
1527,Joel Pikarsky
1528,J.S. Davis
1529,Tzu-Wei Lin
1530,Devon Janke
1531,Irene Arianti Budianto
1532,Deborah Beattie
1533,Daniel L. Murphy
1534,Tolbert
1535,Shukan Shah
1536,Rodrigo Valente
1537,C. Terrell Bartlett
1538,C. Hopkins
1539,Walter E. Rodriguez-Ramos
1540,Austin Xu
1541,Maribeth Gandy Coleman
1542,Nitish Sontakke
1543,Douglas J. Twait
1544,George Barnett Johnston
1545,Dalar Nazarian
1546,Fang Cherry Liu
1547,Shaunak Halbe
1548,C.R. Hanna
1549,Frank Ift
1550,Amanda C. Wilson
1551,Kelvin R. Rocha
1552,PandeSantosh
1553,L. J. Rodriguez
1554,S.L. Ferenci
1555,Ludovic Burton
1556,Shruthi Hiremath
1557,K. M. Yoo
1558,James C. St. John
1559,Anne Garrison
1560,Doh-Hyoung Lee
1561,Hugo Sheward
1562,David C. Woodrum
1563,Willard R. Fey
1564,Brian D. Dickman
1565,Emre Gursoy
1566,S. L. McKnight
1567,Daniel Lertpratchya
1568,Jiaojiao Fan
1569,Yong Eun Yoon
1570,Victor Chukwuka
1571,Claribel Cruz-García
1572,Michael Haggans
1573,H. N. Nunnally
1574,Karen Porter
1575,Satya Prakash Pradhan
1576,Joseph T. Dixon
1577,Bruce T. Thompson
1578,Warren W. Gerhardt
1579,Kimberly A. Benjamin
1580,S. Kamath
1581,A.K. Adebekun
1582,X. Liu
1583,Selma Bakbak
1584,G.Y. Li
1585,M. Hill
1586,N. Robertson
1587,Lixinhao Yang
1588,Lee Whitcher
1589,Henry David Banks
1590,Austin Dill
1591,Asmerom Ogbazghi
1592,Jay Ling
1593,Kun Ryu
1594,Marcel M. Said
1595,Travis Tune
1596,Gabriel Gelman
1597,Woo Yr
1598,Yusuf Özkaya
1599,Oluwaseyi Akinwande
1600,L.K. Lagorce
1601,R. H. J. Wang
1602,Sathish Jayaraman
1603,Usama Bin Sikandar
1604,Kasey Hanson
1605,Chih-Sung Wu
1606,J.R. Kokan
1607,Edwin F. Greco
1608,Evan Gebhardt
1609,SeungJae Yi
1610,Robert A. Pikowsky
1611,Leroy A. Woodward
1612,Theresa Brunasso
1613,Kellie L. Burns
1614,Katharine L. Calhoun
1615,Alexandra Sutlief
1616,Jon Starnes
1617,N. Miller
1618,Jahnavi Desai Choundraj
1619,R.R. Panyam
1620,E. Tsai
1621,Tracey L. Thaler
1622,T. Jesse Lim
1623,Madison Manley
1624,J. Harris
1625,Lindsay Arnold
1626,Rebecca A. Shiels
1627,A. Abidaud
1628,Madhava R. Kosuri
1629,Zhiyang Zheng
1630,George K. Baah
1631,M. S. Ramanachalam
1632,Wendy Yao
1633,Adam Cox
1634,Mukul Sati
1635,Jan De Mot
1636,Shelby Highsmith
1637,J. A. Mowrey
1638,José A. Pérez Cruz
1639,Shreekrishna
1640,Michael Hochman
1641,S. Yasutomi
1642,Eduardo Vazquez-Figueroa
1643,Ricardo Campbell
1644,Amber C. Rumple
1645,Jintasit Pravitra
1646,Mansi Rankawat
1647,Christy Wheeler
1648,Keerthana Murali
1649,Steve Hackman
1650,C. E. Wagner
1651,Rick Anthony Porter
1652,Pradnya Karbhari
1653,Frank Juskey
1654,D. L. Kelly
1655,Brandon W. Bakr
1656,Giorgio Calanni Fraccone
1657,Saman Yarmohammadi
1658,Berry O. Pyron
1659,George Thiers
1660,Sergio Grullon
1661,Ganesh Krishnan
1662,Anish Upadhayay
1663,L. L. Hicks
1664,Brian Kocher
1665,M.Z. Sleva
1666,J.M. Hobbs
1667,Sharbani Pandit
1668,Justin Bansen
1669,E. Colvin
1670,Sahar Javanmard
1671,Clyde Lettsome
1672,Matthew Gibbs
1673,David Locascio
1674,Adrian Ferrier
1675,Patrick Shen-Pei Wang
1676,Keenan Zhuo
1677,Ke-Jou Hsu
1678,Eric Upton
1679,Ye Geoffrey Li
1680,Oğulcan Canbek
1681,K. Buehler
1682,Michael Douglas
1683,Z. Nami
1684,Trishul Mallikarjuna
1685,M. A. Wise
1686,Charles V. Riche
1687,K. W. Wong
1688,Eva Lee
1689,Robert C. Tuck
1690,Elizabeth Kuruvilla
1691,M. Bayon de Noyer
1692,Abraham Greenstein
1693,Chaz Lever
1694,Christopher M. Stanzione
1695,M Haines
1696,Raeey Regassa
1697,Johanna Hall
1698,John Dykes
1699,D. A. Mehta
1700,Jill Coffin
1701,King Jordan
1702,Darcy Mullen
1703,Seolha Lee
1704,D. Kulp
1705,Lauren J. Holm
1706,Ross R. Weikel
1707,Qiulin Xie
1708,Sulisay Phonekeo
1709,Jeff Powers Garmon
1710,Ngozi A. Eze
1711,Regina Colonia-Willner
1712,Susannah Lee
1713,Steven Ehrlich
1714,Rattanon Suntivich
1715,Samuel T. Kwak
1716,Runrun Duan
1717,Santiago Balestrini Robinson
1718,William G. Nulty
1719,Waylon Puckett
1720,John G. Hammond
1721,J. Chen
1722,Sebastien Sequeira
1723,Victoria A. Spaulding
1724,V. V. Jory
1725,Aaron St. Clair
1726,Sue Ann
1727,Yasser El Masri
1728,A.N. Skipper
1729,J. Park
1730,Topraj Gurung
1731,Sarah R. Marques
1732,Jad Salem
1733,Andrew Masse
1734,Joel Schlosser
1735,G. Knight
1736,Aman Mangal
1737,J. E. Rogan
1738,Adam J. Poncheri
1739,A. Tambawala
1740,Sarah Gregg
1741,B. M. Strellis
1742,Zhiguang Qian
1743,Aaron Gooze
1744,Kimberly Short
1745,R Johnson
1746,Hobin Yoon
1747,Cameron Sullards
1748,Nikhil Ramaswamy
1749,Nikolaos E. Pratikakis
1750,Christopher K. Turnes
1751,Justin Hemmings
1752,Seock Hee Lee
1753,Robert Spurney
1754,Jan Krajniak
1755,R.W. Bolton Robert
1756,Mackenzie Madden
1757,Regan R. Lawson
1758,Etan Solomon Chatlynne
1759,Will Mitchell
1760,Hillary Huttenhower
1761,William R. Engelman
1762,S. Shukla
1763,Tianxin Tang
1764,Shaan Shah
1765,Ranjita Pai Kasturi
1766,Wenchang Yan
1767,David Ku
1768,Danning You
1769,Abigail R. Cohen
1770,Yosuke Yajima
1771,Joel B. Slaby
1772,R. Battoo
1773,Tae-Seop Choi
1774,Carmen M. Greene
1775,N. Peter Davis
1776,Roni Palmon
1777,Lezah W. Roberts
1778,Mohan Kathaperumal
1779,Kevin Yeh
1780,Ali Z. Fadhel
1781,Arnoldo Castro
1782,Gabriel Wang
1783,Christopher Lee
1784,Angela J. Kampfer
1785,Ellen Zegura
1786,A. N. Shirazi
1787,Doogie Oh
1788,Peter J. Leech
1789,Curtis Aaron Roe
1790,Eric Skovronek
1791,S. Famorzadeh
1792,Nishith Sinha
1793,Nagakishore Jammula
1794,Elwin Martin
1795,J.A. Galliano
1796,Kavita Matange
1797,Hussain N. Gynai
1798,Wendy J. Truran
1799,Prabuddha Bansal
1800,Elizabeth Whitaker Lynch
1801,Nathan D. Meraz
1802,James T. Kratzer
1803,Charles S. Brown
1804,G.M. Matalkah
1805,Xialong Wu
1806,Heather H. McIntyre
1807,Nicole Kosoris
1808,Mahnaz Zeinali
1809,Grace S. Pyen
1810,Jeng-Nan Shiau
1811,G. Grodzinsky
1812,Mitchelle Rasquinha
1813,Julie Wood
1814,Marcia Crosland
1815,Balaji V. Iyer
1816,Chelsea Dyess
1817,Jinsun Yoo
1818,Matthew E. White
1819,Saul Reynolds-Haertle
1820,Erkang Zhou
1821,Ruxandra Duca
1822,Byron J. L. Huff
1823,Kenneth Cameron Wagner
1824,Stefano Fenu
1825,S. I. Haider
1826,Charles Robert Simpson
1827,James E. Gaby
1828,T.W. Snell
1829,Kathryn R. Pigg
1830,Mary M. Beran
1831,C. Uslu
1832,Mark Bolding
1833,Peter A. Barros
1834,M.Y. Zaidan
1835,Ragan Buckley
1836,L. Tschaepe
1837,Apoorva Beedu
1838,Chiayang Li
1839,Yousuf Bootwala
1840,Michael Isakov
1841,J. I. Watjen
1842,Kevin Sheridan
1843,Wendy Rich
1844,David Rutter
1845,JW Bennett
1846,D. Elmi
1847,F. L. Grismore
1848,Kevin Cook
1849,Shijie Xie
1850,Jordan Neysmith
1851,Gertrude K. Pavur
1852,Naima Djeddar
1853,Chaoting Xuan
1854,Eric Pretzsch
1855,"Stachowicz, Kyle"
1856,Kodzo Deku
1857,Jung Won Lim
1858,Suryatej Reddy Vyalla
1859,Marcus Cappelli
1860,Egbert Schlungbaum
1861,Chien-ho Hung
1862,H. Bryan
1863,Jacob Lucrezi
1864,Sepideh Parvinian
1865,Awele I. Anyanhun
1866,Daniel Wei
1867,Chandler Price
1868,Cameron Cato
1869,H. Pfeifer
1870,George Vulov
1871,T. Shane Stone
1872,A. J. Mercer
1873,Rohan Katoch
1874,James D. Noel
1875,Narumi Watanabe
1876,Sandjar Kozubaev
1877,Xiangdong Meng
1878,Riley J. Winton
1879,Kristy R. Bowen
1880,Lindsey Sheppard
1881,Nithin Nedumthakady
1882,Richard A. De Millo
1883,Brian Beatty
1884,C. Lee
1885,Jean-Guillaume Durand
1886,Larissa S. Novelino
1887,Robert Charles Arnott
1888,A.R. Elliott
1889,C. Hodges
1890,KellyAnn Fitzpatrick
1891,Corey W. Williams
1892,Ying Xia
1893,Brian E. Kraftschik
1894,Bridget Neary
1895,T. J. Malone
1896,Khalid J. Elibiary
1897,Gyungwon Kim
1898,Anne‐Marie Albanese
1899,Shannon Watt
1900,Daniel Russakow
1901,D.S. Li
1902,J. Stephens
1903,Hiroko Okatsu
1904,Laura M. Schaeffer
1905,Jamey Gigliotti
1906,Alex Forbes
1907,and Charles L. Liotta
1908,Nsikan Udoyen
1909,Alejandro Felix
1910,Karla Dennis
1911,Helen R. Citron
1912,Sujatha Narayan
1913,Benjamin Byrd
1914,Justin Broughton
1915,Abhishek Kwatra
1916,Ludovic F. Hivin
1917,Nandita Yeshala
1918,Yen-Pang Lai
1919,Anthon Sonnenberg
1920,Sizhuang Liang
1921,Christa Caesar
1922,Adelaide Duroux
1923,N. Hablutzel
1924,G.N. Maliotis
1925,April M. Miguez
1926,Luis G. Encarnación-Gómez
1927,Pei Lin
1928,Boshu Liao
1929,"Abi-Karam, Stefan"
1930,N. Taher
1931,Harrison P. Lee
1932,Dirk Gross
1933,Shou Feng Zhang
1934,Anna Joo Kim
1935,Nicole E. Marotta
1936,Smita Vemulapalli
1937,Eric Anger
1938,Caleb L. Breaux
1939,Jack Zentner
1940,Erol Unal
1941,Atika Oudia
1942,Jelly Vanderwoude
1943,Chaya Hiruncharoenvate
1944,Sungwon Ma
1945,Henry La Pierre
1946,Dhruva Bansal
1947,J. L. Clark
1948,Dhruv A. Thakkar
1949,Seung Bae Lee
1950,Taewoon Kong
1951,Ethan Tien
1952,Daniel P. J. Bruneau
1953,P. Detweiler
1954,Angelica M. Grillo
1955,Augusto Op den Bosch
1956,Adam M. Fox
1957,Michel Lacerda
1958,Monica Sweat
1959,Doh-Yeon Park
1960,N. Ranakumar
1961,Lex Spoon
1962,Frederic Pouillot
1963,Jack Linzhou Xing
1964,J.Y. Kim
1965,Ariel S. Marshall
1966,Bradley Carroll
1967,Paul A. Ohme
1968,Prajwal N Srivatsa
1969,Eliesh O'Neil Lane
1970,Robert S. Gordy
1971,E. Maxwell
1972,Bram Verweij
1973,J. Irby
1974,M. Doyle
1975,E. R. Worthington
1976,John Papayanopoulos
1977,Tolecia S. Clark
1978,Boyoung Jeong
1979,Galen Robertson
1980,Michael Spadaro
1981,Eric Dong
1982,J. Srinivasan
1983,Gerald Stark
1984,Adam T. Sidor
1985,Paul M. Schoenecker
1986,Jeffrey Scott Lane
1987,A. Low
1988,Bryan H. Fortson
1989,An Tie
1990,Jared Elinger
1991,David Michael Longanbach
1992,Loper
1993,Juan D. Medina
1994,Mark Conley
1995,Kane Rs
1996,K. Park
1997,K. T. Pollard
1998,Colby Jarrett
1999,B. Zhao
2000,Du Y. Kim
2001,Carol Gelbaum
2002,Gidado-Yisa Immanuel
2003,L.L. Gostin
2004,Alex Shaw
2005,Gina H. Cremona
2006,C. D. Mason
2007,Jonathan R. Brescia
2008,Oliver A. Bauchau
2009,L.L. Harkness
2010,Jianting Cao
2011,Serediuc George
2012,Elliott R. Gruber
2013,Luke Costello
2014,MinGyu Song
2015,Tatsuwaki Nakagawa
2016,Anand Raghu
2017,A. Haque
2018,Pradosh Pritam Dash
2019,J.T.S. Wang
2020,Do-Hyong Kim
2021,Richard Nichols
2022,Elijah N. Holland
2023,Ruth Carbonette Yow
2024,Yameen Huq
2025,Lizbeth Dávila-Santiago
2026,Ryan James
2027,Terri A. Dunbar
2028,Brett D. Lapin
2029,Jeffrey McNabb
2030,Pinel
2031,Vlad Patrangenaru
2032,Philip A. Husain
2033,Artem Dinaburg
2034,William G. Daly
2035,Sungkap Yeo
2036,F. Zhang
2037,Ethan Asano
2038,William Kessler
2039,V. Martin
2040,Kyle Beatty
2041,Sakthi Vignesh Radhakrishnan
2042,Bruce Wingo
2043,Kathryn Sanborn
2044,Ernesto A. Estrada Rodas
2045,Vidit Nanda
2046,G. Wang
2047,Zachary Lancaster
2048,Christopher A. Wood
2049,L. Airoldi
2050,Armelle C. Burleson
2051,Kai Zuehlke
2052,Onalli Gunasekara
2053,Zixing Fan
2054,Scott McMillan
2055,James E. Forsmo
2056,Kyle M. Flack
2057,Jen-Chih Huang
2058,Kenway Chen
2059,D. C. Zeng
2060,Bhautik K. Doshi
2061,B. Aydin Baykal
2062,Reema Kundu
2063,Scott P. Crane
2064,M. Hooper
2065,Zixuan Hu
2066,Amir Hejri
2067,Nupur Chatterji
2068,Joel Craig
2069,Jieun Ku
2070,Palanivel Raveendran
2071,Junxuan Li
2072,Chia Yun Chen
2073,ChokSheak Lau
2074,Dakota Musso
2075,Yashvardhan Tomar
2076,Martin Solano
2077,Coleman DeLude
2078,Christine M. Nolan
2079,Yuvika Ashwina Rajan
2080,Young Tae Kwon
2081,Johnny Chen
2082,Nathanael S. Levinson
2083,John Joseph Harper
2084,Katheryn E. McGuthry
2085,"Collins, Jeremy A."
2086,M. S. Bazaraa
2087,S. M. Jones
2088,S. Kim
2089,Michael Schaepe
2090,Greg Moakes
2091,Tim Bates
2092,Ratayakorn Khunsupat
2093,Herit Patel
2094,Marguerite Matherne
2095,Ernesto J. Angueira
2096,Joel Hewett
2097,R. Hutchins
2098,Kwondo Ma
2099,Matthew C. Wiggins
2100,Sam Coogan
2101,S. Mohan
2102,Jacob Cohen
2103,Jim Scheer
2104,Aditi Shah
2105,J. Dion
2106,C.K. Wang
2107,Chris Cordell
2108,S.W. Park
2109,Miguel Abreu Ortega
2110,Sylvia Strauss
2111,F. H. Steen
2112,Chase Johnston
2113,Gregory T. Owen
2114,Megan Dass
2115,Eung S. Shin
2116,D. Luo
2117,Bryan Levy
2118,Bryan F. Bell
2119,F Martin
2120,聂小娃
2121,Jade Xiao
2122,Aparna Kansal
2123,Jennifer M. Springman
2124,H. Sellami
2125,Sayop Kim
2126,Gayeon Choi
2127,J.S. Roberts
2128,Matthew Marston
2129,Yoseph Guta
2130,Mustafa A. El-Sayed
2131,Alana Anoskey
2132,W. L. Daloz
2133,L. Lanfranchi
2134,Ben Engelman
2135,Casey Battaglino
2136,Rebecca Marie Westby
2137,Austin M. McKeand
2138,Sudeep Vaswani
2139,Christopher P. Erdman
2140,Nicholas Raviele
2141,James A. Bradburne
2142,Ghislain Retaureau
2143,Susan M. Hastings
2144,Bill Meffert
2145,Gregory Rohling
2146,Lam N. An
2147,T. Renee Brown
2148,Ryan Collins
2149,Valerio Oricchio
2150,G. L. Nagesh Babu
2151,Shenyang Chen
2152,Nerem Rm
2153,Mathilda M. Willoughby
2154,Elena Ewaldz
2155,Mashiho Yuasa
2156,Michael P. Gaj
2157,Z. M. Zhang
2158,Sneha Dey Subramanian
2159,Ginger Perng
2160,Douglas Rudolph
2161,K. Perry
2162,Avinandan Basu
2163,M. Arnold
2164,JiIl Choi
2165,Aselia Urmanbetova
2166,George Bucsan
2167,Anna Serani
2168,James B. Dee
2169,Brian Dusch
2170,Chris Blackburn
2171,Farzad Ghannadian
2172,Elena M. Berger
2173,M. Khamzin
2174,Richard X. Touret
2175,Travis Driver
2176,Mark McCurry
2177,David R. Lamb
2178,T.Y. Jiang
2179,Nand Kishore Jha
2180,H. Wang
2181,Moamen Soliman
2182,DovrolisConstantinos
2183,Graham Drozeski
2184,Andrew Loo
2185,Michael C. Melnyk
2186,Brent A. Buchine
2187,Jeffrey Gau
2188,Preeti Chandra
2189,Adam P. Generale
2190,Steve Shepard
2191,Konstantinos Milios
2192,Gerry Chen
2193,Coline Ramee
2194,Shaheen Rana
2195,Vincent Mallette
2196,William D. Leahy
2197,Christopher O. Luettgen
2198,Anupama Kasturirangan
2199,Benjamin A. Wong
2200,Dong-Hak Bae
2201,J. E. Millán-Otoya
2202,Kaiqin Bian
2203,B C Tan Vincent
2204,Mitchell Parry
2205,Marc-Henri Bleu-Laine
2206,Kyung Hak Choo
2207,Mackenzie Dunham
2208,C.D. Himmel
2209,Sushree Jagriti Sahoo
2210,Natalie Fitch
2211,Arthur Lin
2212,Ashley Flick
2213,Gheric Speiginer
2214,Amanvir Singh Sidana
2215,B. Bradford
2216,John C. Helfrick
2217,Paul Wickersham
2218,Lauren Lacey
2219,NaikMayur
2220,Lorenzo Ibarria
2221,Lara D. Catledge
2222,J. Olson
2223,Oscar Pena
2224,Farzad Gholami
2225,Michele I. Mobley
2226,Khaldoon Abu-Hakmeh
2227,Michael Santoro
2228,Vinod Cheriyan
2229,Richard Mason
2230,Nathanael Z. Hoelzel
2231,Danielle Skinner
2232,Nimit Nigania
2233,Aaron M. Schinder
2234,Aran Komatsuzaki
2235,Efe Yamac Yarbasi
2236,Hsin-Hsiao Ma
2237,Bernard P. Bellon
2238,Sungchul Joo
2239,Wenchi Chiu
2240,Sarthak Sharma
2241,R. E. Wilson
2242,Nerasoa K. Madiomanana
2243,Oluwatimilehin O. Fadiran
2244,Johann Weber
2245,Evangelos Palinginis
2246,Jim Demmers
2247,Pakkapol Kanchanalai
2248,Joaquin Chung Miranda
2249,Brian Schmatz
2250,Hans Verheij
2251,L. N. Tharp
2252,Emily H. Christ
2253,Erin Kathleen McClure
2254,Evgeniya Molotkova
2255,Jenny E. Raynor
2256,Xiaotang Du
2257,C. B. Chung
2258,Hannu Haekkinen
2259,J.P. Murray
2260,Renee T. Rios
2261,J. Scott Patton
2262,"Krishnakumar, Arvindkumar"
2263,Stephanie C. Barthe
2264,Frank A. Thomas
2265,V. Narasimha Raghavan
2266,C. Kchao
2267,Tarun Rathnam
2268,Angel O. Duty
2269,Christopher Eggert
2270,Stuart H. Milne
2271,John S. Schendel
2272,Nazmiye Acikgoz
2273,J. Glass
2274,Chi Huynh
2275,"Trasatti, Anthony"
2276,Ari Schlesinger
2277,Sourish Gunesh Dhekane
2278,Michael Donelyn Merritt
2279,John Goldthwaite
2280,Lili Hu
2281,Sean Curran
2282,Mourin Jarin
2283,Jean Carlos Hernandez-Mejia
2284,Ira W. Pence
2285,EE Underwood
2286,Paula Gomez Zamora
2287,John A. Berkebile
2288,C Wang
2289,Kendra McCoy
2290,G. H. Saban
2291,Jui-Yun Tsai
2292,Lara Tucci
2293,Y.A. Eken
2294,P.J. Halvorson
