,Name,ID
4391,T. Counts,https://openalex.org/A5073713852
4392,Mokrane Bouakiz,https://openalex.org/A5073718526
4393,Tarek Elkhatib,https://openalex.org/A5073863824
4394,J.L. Lehman,https://openalex.org/A5073865225
4395,Jean-Baptiste Bouquet,https://openalex.org/A5073956223
4396,Xiang Cheng,https://openalex.org/A5073972569
4397,Yulizza Henao,https://openalex.org/A5073987092
4398,Z. L. Wang,https://openalex.org/A5074136088
4399,J. Philipose,https://openalex.org/A5074160293
4400,Karim Faid,https://openalex.org/A5074248440
4401,B. Zhang,https://openalex.org/A5074293813
4402,H Coetzee,https://openalex.org/A5074540974
4403,D. Chou,https://openalex.org/A5074704759
4404,Michael C. Hodge,https://openalex.org/A5074832594
4405,Corey Zheng,https://openalex.org/A5074998230
4406,Kellye P. Hafner,https://openalex.org/A5075047259
4407,J.A. Murrell,https://openalex.org/A5075060878
4408,Mahlet Endale,https://openalex.org/A5075061449
4409,Jennifer Kolodner,https://openalex.org/A5075131765
4410,Cody Fernandez,https://openalex.org/A5075224128
4411,Annette Knaeuper,https://openalex.org/A5075372306
4412,Sean R. Currey,https://openalex.org/A5075476112
4413,Jennifer Sherrill,https://openalex.org/A5075512006
4414,P.H. Shiu,https://openalex.org/A5075564096
4415,Betül K. Arslan,https://openalex.org/A5075611623
4416,Genyi Luo,https://openalex.org/A5075680405
4417,Choon Y. Park,https://openalex.org/A5075696808
4418,Christopher Sconyers,https://openalex.org/A5076006806
4419,C.D. Johnson,https://openalex.org/A5076280499
4420,Woong-Sik Choi,https://openalex.org/A5076308434
4421,Sherrill Janine Packebush,https://openalex.org/A5076368044
4422,Harold E. Haynes,https://openalex.org/A5076461782
4423,Emad Shahid,https://openalex.org/A5076484489
4424,Ting-Ying Yu,https://openalex.org/A5076612451
4425,Maxime P. Bayon de Noyer,https://openalex.org/A5076655873
4426,Adam M Dabrowski,https://openalex.org/A5076703031
4427,Thomas E. Paxton,https://openalex.org/A5076799379
4428,Jayraj Jog,https://openalex.org/A5076921434
4429,Esma Karagoz,https://openalex.org/A5076925582
4430,J. Robert Hight,https://openalex.org/A5077286637
4431,Jonas Cuadrado,https://openalex.org/A5077340502
4432,Rebecca Kiriazes,https://openalex.org/A5077368910
4433,Saurabh Wakade,https://openalex.org/A5077737183
4434,V.N. Bulsara,https://openalex.org/A5077813437
4435,Alexis Wilkinson,https://openalex.org/A5077901375
4436,Xiyang Wu,https://openalex.org/A5078545561
4437,K. Peterson,https://openalex.org/A5078579100
4438,Pratibha D'Souza,https://openalex.org/A5078613788
4439,Y. B. Chen,https://openalex.org/A5078625721
4440,Akhil Kulkarni,https://openalex.org/A5078662393
4441,Tom Gonzalez,https://openalex.org/A5078735365
4442,Laksh K Punith,https://openalex.org/A5078754580
4443,H. Kwon,https://openalex.org/A5078774807
4444,K.A. Huynh,https://openalex.org/A5078937161
4445,Stephanie Collins,https://openalex.org/A5079011585
4446,Fred Stillwell,https://openalex.org/A5079095288
4447,Vardges Ter-Hovhannisyan,https://openalex.org/A5079161282
4448,Jack Cebe,https://openalex.org/A5079164855
4449,Kathleen A. Klee,https://openalex.org/A5079352700
4450,Dorothy C. Bailey,https://openalex.org/A5079419865
4451,Luxia Yu,https://openalex.org/A5079649220
4452,Ranjini Vaidyanathan,https://openalex.org/A5079676284
4453,Jamin Seo,https://openalex.org/A5079716100
4454,L. H. Wang,https://openalex.org/A5079756416
4455,L Peters,https://openalex.org/A5079803064
4456,Alisha A. Kasam,https://openalex.org/A5079806040
4457,B. A. Sheyko,https://openalex.org/A5079873260
4458,Babajide O. Olanrewaju,https://openalex.org/A5079928658
4459,Tommy Enqvist,https://openalex.org/A5079948392
4460,Heather Newman,https://openalex.org/A5079961068
4461,Jongseok Woo,https://openalex.org/A5080060539
4462,Nelson Whitney,https://openalex.org/A5080081613
4463,B. Conaway,https://openalex.org/A5080201846
4464,David R. Vrane,https://openalex.org/A5080283823
4465,James P. Siano,https://openalex.org/A5080330942
4466,Mónica L. Rojas-Peña,https://openalex.org/A5080369751
4467,C.M. Hill,https://openalex.org/A5080412408
4468,Alison Lawson,https://openalex.org/A5080466475
4469,K.H. Dietz,https://openalex.org/A5080505493
4470,E. Pickering,https://openalex.org/A5080530472
4471,Adrianne Prysock,https://openalex.org/A5080582364
4472,Fernie Goh,https://openalex.org/A5080603059
4473,T. T. Wu,https://openalex.org/A5080678906
4474,Sukanya Sharma,https://openalex.org/A5080735659
4475,S. KeSheng,https://openalex.org/A5080756028
4476,Vicky S. Smith,https://openalex.org/A5080956129
4477,Ali Razavi,https://openalex.org/A5081167511
4478,Isabel Ruthotto,https://openalex.org/A5081303848
4479,Varol Burak Aydemir,https://openalex.org/A5081433099
4480,Chris C. Waterbury,https://openalex.org/A5081545230
4481,Sriganesh Sriram,https://openalex.org/A5081868064
4482,Scott D. Gregory,https://openalex.org/A5081882325
4483,D. N. Bridges,https://openalex.org/A5081889882
4484,Asif Ali,https://openalex.org/A5081906883
4485,C. Young,https://openalex.org/A5081956614
4486,Gilbert A. Neiger,https://openalex.org/A5082099630
4487,Timothy A. Cormier,https://openalex.org/A5082152156
4488,Mary L. Rivamonte,https://openalex.org/A5082158881
4489,Pavleen Thukral,https://openalex.org/A5082263202
4490,I Green,https://openalex.org/A5082437101
4491,Harnjoo Kim,https://openalex.org/A5082566284
4492,Aishwerya Gahlot,https://openalex.org/A5082591161
4493,David Cauffiel,https://openalex.org/A5082822712
4494,Bradley E. Carson,https://openalex.org/A5082822724
4495,Mitch Moody,https://openalex.org/A5082875954
4496,Michael Mckenzie,https://openalex.org/A5082879829
4497,Jaclyn Branscomb,https://openalex.org/A5082906098
4498,Mireille Zieseniss,https://openalex.org/A5082920221
4499,Jige Quan,https://openalex.org/A5083023991
4500,S. Sampath,https://openalex.org/A5083074699
4501,Robert Alan McDonald,https://openalex.org/A5083257034
4502,Alexander C. Elder,https://openalex.org/A5083393927
4503,Jun-Yang Lei,https://openalex.org/A5083662291
4504,Tianchang Xu,https://openalex.org/A5083675979
4505,Jeffery D. Hurley,https://openalex.org/A5083690565
4506,Richard Deresz,https://openalex.org/A5083717697
4507,Lauren E. Hayden,https://openalex.org/A5083949741
4508,Marat Seidaliev,https://openalex.org/A5083951800
4509,Aparna Ramesh,https://openalex.org/A5083968903
4510,Akif Ozbek,https://openalex.org/A5084130585
4511,Elzie D. Black,https://openalex.org/A5084142809
4512,Zechun Yang,https://openalex.org/A5084315830
4513,Edward D. Birdsell,https://openalex.org/A5084351853
4514,Courtney Marrett,https://openalex.org/A5084633897
4515,Anjali Thomas,https://openalex.org/A5084712033
4516,"Schillaci, Thomas",https://openalex.org/A5084846256
4517,Alex Lesov,https://openalex.org/A5085052649
4518,Ayshwarya Saktheeswaran,https://openalex.org/A5085099351
4519,Alexandra Vela,https://openalex.org/A5085289255
4520,A. Talpasanu,https://openalex.org/A5085504986
4521,Andrew Wu,https://openalex.org/A5085668375
4522,Margot Hultz,https://openalex.org/A5085825047
4523,Stephen Conover,https://openalex.org/A5085842884
4524,Princy Kuriakose,https://openalex.org/A5085879972
4525,Rockie Rodriguez,https://openalex.org/A5085929050
4526,Brian E. Barnes,https://openalex.org/A5086040619
4527,G. Liu,https://openalex.org/A5086111799
4528,J. St. John,https://openalex.org/A5086199301
4529,Hugo De Blauwe,https://openalex.org/A5086299191
4530,Leo Singleton,https://openalex.org/A5086522308
4531,Nurkan Turkdogru,https://openalex.org/A5086607755
4532,Susanne Gibboney,https://openalex.org/A5086642493
4533,J.L. Shi,https://openalex.org/A5086760586
4534,NiLijun,https://openalex.org/A5086762827
4535,Chengzhai Wang,https://openalex.org/A5086771612
4536,L. M. Perry,https://openalex.org/A5086843510
4537,Kim D. Harrington,https://openalex.org/A5086855623
4538,S. Cho,https://openalex.org/A5086865702
4539,Abdollah Mirbozorgi,https://openalex.org/A5087136138
4540,Toshinobu Watanabe,https://openalex.org/A5087382104
4541,X. Gu,https://openalex.org/A5087537184
4542,A. Hinson,https://openalex.org/A5087578713
4543,Po-Chen Lin,https://openalex.org/A5087719947
4544,Jorge Gonzalez,https://openalex.org/A5088012972
4545,Prerona Chakravarty,https://openalex.org/A5088202036
4546,G. Sagun,https://openalex.org/A5088203143
4547,Colin Brandys,https://openalex.org/A5088403534
4548,N. Dayananda,https://openalex.org/A5088473165
4549,Alenka G. Zaji,https://openalex.org/A5088550678
4550,Yunkyung Choi,https://openalex.org/A5088578414
4551,Michael Frutiger,https://openalex.org/A5088602527
4552,Samuel Seifert,https://openalex.org/A5088641654
4553,Safayet Ahmed,https://openalex.org/A5088758887
4554,Vanesa Vargas,https://openalex.org/A5089126794
4555,Stanley J. Cantrell,https://openalex.org/A5089163716
4556,Husayn Versee,https://openalex.org/A5089173454
4557,Aristotelis Tympas,https://openalex.org/A5089332691
4558,Vijay Upadhyaya,https://openalex.org/A5089422381
4559,Bruce Miller,https://openalex.org/A5089444377
4560,Seung-Soon Jang,https://openalex.org/A5089488083
4561,Clay Washington,https://openalex.org/A5089719072
4562,James C. Senter,https://openalex.org/A5090168790
4563,Deepak Srikanth,https://openalex.org/A5090180849
4564,J. Timothy Harrell,https://openalex.org/A5090271891
4565,John M. Fennessy,https://openalex.org/A5090310025
4566,Christopher J. Stahle,https://openalex.org/A5090323127
4567,Monica A. Marks,https://openalex.org/A5090328925
4568,Scott L. Herdic,https://openalex.org/A5090371333
4569,Katherine E. Ferguson,https://openalex.org/A5090523729
4570,Carrie G. Shepler,https://openalex.org/A5090543097
4571,Jia Xu,https://openalex.org/A5090576486
4572,R. M. Taylor,https://openalex.org/A5090595078
4573,Gad Ilunga,https://openalex.org/A5090719537
4574,Celeste Buckhalter,https://openalex.org/A5090755990
4575,Rahul Nihalani,https://openalex.org/A5090757326
4576,Dillard Robertson,https://openalex.org/A5090883506
4577,Marcus Dutton,https://openalex.org/A5090902022
4578,E. Wood,https://openalex.org/A5090904523
4579,Konstantinidis Kt,https://openalex.org/A5090907471
4580,Mohammad Yar Khan,https://openalex.org/A5090937462
4581,Julie Ha,https://openalex.org/A5091025731
4582,J.E. Gould,https://openalex.org/A5091357115
4583,C. F. Jeff Wu,https://openalex.org/A5091373190
4584,Alexis M. W. Hillock,https://openalex.org/A5091392872
4585,Christy Saintsing,https://openalex.org/A5091535033
4586,Benjamin B. Wagner,https://openalex.org/A5091545077
4587,Michael J. Tambasco,https://openalex.org/A5091659757
4588,Atefeh Mahdavi Goloujeh,https://openalex.org/A5091662550
4589,D. L. Walker,https://openalex.org/A5091675306
4590,Cyril de Tenorio,https://openalex.org/A5091728324
4591,Dieh Teng,https://openalex.org/A5091809488
4592,Boryoung Shin,https://openalex.org/A5000007853
4593,Vittesh V. Kalambi,https://openalex.org/A5000070743
4594,Kjell Hoiseth,https://openalex.org/A5000086060
4595,Thomas Franklin Bourne,https://openalex.org/A5000099343
4596,Vincent P. Mallette,https://openalex.org/A5000104948
4597,Srirakshaa Sundararaj,https://openalex.org/A5000137783
4598,Jens Christian Stolzenburg,https://openalex.org/A5000170229
4599,Timothy Wade Cook,https://openalex.org/A5000201948
4600,Sean C. Ye,https://openalex.org/A5000338723
4601,Drexel G. Waggoner,https://openalex.org/A5000378495
4602,L N Barker,https://openalex.org/A5000387999
4603,S.W. Milam,https://openalex.org/A5000390044
4604,Ian C. Stults,https://openalex.org/A5000398854
4605,Mark Hodges,https://openalex.org/A5000450062
4606,Janel Nicole Nixon,https://openalex.org/A5000465960
4607,S. W. McCallie,https://openalex.org/A5000499624
4608,Phil N. Smith,https://openalex.org/A5000504643
4609,Venkata Chaitanya,https://openalex.org/A5000523198
4610,Raghav Dangayach,https://openalex.org/A5000606851
4611,Ryan Rye,https://openalex.org/A5000674481
4612,Stewart Curry,https://openalex.org/A5000677289
4613,Anne Claire Bellott,https://openalex.org/A5000724734
4614,Botchwey Ea,https://openalex.org/A5000864118
4615,Mugdha Bondre,https://openalex.org/A5000901718
4616,Cuthbert Dukes,https://openalex.org/A5000918829
4617,Xiaoqun Wu,https://openalex.org/A5000944215
4618,Martha Grover Gallivan,https://openalex.org/A5001025879
4619,Meredith Whitney,https://openalex.org/A5001035647
4620,Kimberly F. Abbett,https://openalex.org/A5001098418
4621,Parin Shah,https://openalex.org/A5001180381
4622,Seongshik Kim,https://openalex.org/A5001186643
4623,R. S. Kuramshin,https://openalex.org/A5001196070
4624,Fatima Yadudu,https://openalex.org/A5001268691
4625,Christopher Lo,https://openalex.org/A5001332988
4626,Rohan Acharya,https://openalex.org/A5001347462
4627,Sanika Mokashi,https://openalex.org/A5001369187
4628,Lateef Yusuf,https://openalex.org/A5001421119
4629,Unum Sarfraz,https://openalex.org/A5001522674
4630,M.E. Hyche,https://openalex.org/A5001527067
4631,Myungeun Eom,https://openalex.org/A5001576801
4632,Stephen Woodrow,https://openalex.org/A5001578390
4633,M. L. Blyler,https://openalex.org/A5001681200
4634,E. J.,https://openalex.org/A5001834660
4635,Lesli M. Doares,https://openalex.org/A5001854953
4636,Njeri T. Karangu,https://openalex.org/A5001890706
4637,Christopher W. Moloney,https://openalex.org/A5001894691
4638,C.R. Scheer,https://openalex.org/A5001969265
4639,Margaret R Garvan,https://openalex.org/A5001979938
4640,WilliamH. Bloom,https://openalex.org/A5002031191
4641,Yarden Moskovitch,https://openalex.org/A5002055016
4642,Justin Melvin,https://openalex.org/A5002056179
4643,Moyosore A. Afolabi,https://openalex.org/A5002057340
4644,Fikret Atalay,https://openalex.org/A5002172571
4645,R. Ethier,https://openalex.org/A5002193343
4646,J. A. Bailey,https://openalex.org/A5002305425
4647,"Bhat, Ashwin",https://openalex.org/A5002329303
4648,Chanel Bridges,https://openalex.org/A5002361017
4649,Divya Mangotra,https://openalex.org/A5002417922
4650,Scott Stillman,https://openalex.org/A5002467420
4651,H. Cobb,https://openalex.org/A5002505235
4652,Kathleen Bennett,https://openalex.org/A5002533815
4653,Susan C. Gimmestad,https://openalex.org/A5002584421
4654,Shibani Kansara,https://openalex.org/A5002606252
4655,Aimee Fricker,https://openalex.org/A5002626716
4656,Bailey Bercik,https://openalex.org/A5002647005
4657,Dianne Levermore,https://openalex.org/A5002686707
4658,Catharina Hollauer,https://openalex.org/A5002784301
4659,W.W. Bonifant,https://openalex.org/A5002805145
4660,Adam Kaylor,https://openalex.org/A5002811054
4661,John Fard,https://openalex.org/A5002878548
4662,Jennifer McLaughlin,https://openalex.org/A5002986998
4663,Adams Clark,https://openalex.org/A5003041878
4664,Elyes C. Graba,https://openalex.org/A5003061176
4665,Kevin Arne,https://openalex.org/A5003086409
4666,Nazmul H. A. Mamun,https://openalex.org/A5003279892
4667,Julie A. Devincentis,https://openalex.org/A5003406345
4668,A. L. Mullikin,https://openalex.org/A5003562782
4669,Maia Gatlin,https://openalex.org/A5003602510
4670,M. R. Morrell,https://openalex.org/A5003621600
4671,Modi Zhu,https://openalex.org/A5003622218
4672,Hea Won Jun,https://openalex.org/A5003662229
4673,L. Guy,https://openalex.org/A5003687993
4674,Theodore Panagiotopoulos,https://openalex.org/A5003730757
4675,R. D. Hardin,https://openalex.org/A5003816070
4676,Moon J. Han,https://openalex.org/A5003825652
4677,Phillip Bonhomme,https://openalex.org/A5003879071
4678,J. Fenchel,https://openalex.org/A5003882319
4679,Eric Grigorian,https://openalex.org/A5003932070
4680,Jamie Lim,https://openalex.org/A5003950527
4681,Yifan Lin,https://openalex.org/A5004002659
4682,M. Bloomstrand,https://openalex.org/A5004025304
4683,Y.H. Chen,https://openalex.org/A5004110466
4684,Po-Nien Lin,https://openalex.org/A5004117953
4685,Grayson M. Huggins,https://openalex.org/A5004356858
4686,Bharat Rahuldhev Patil,https://openalex.org/A5004389854
4687,Chad Michael Dillon,https://openalex.org/A5004720143
4688,Paul Glenn Munyon,https://openalex.org/A5004789957
4689,A.H.K. MazHer,https://openalex.org/A5004797222
4690,Michelle M. Gill-Woznichak,https://openalex.org/A5004814104
4691,Bayram Aygun,https://openalex.org/A5004843255
4692,Paul Vallis,https://openalex.org/A5004853959
4693,A. F. Hedrick,https://openalex.org/A5004892460
4694,K. M. Lee,https://openalex.org/A5004909865
4695,Jeffrey Hernandez,https://openalex.org/A5004910168
4696,Steven L. Teal,https://openalex.org/A5004927548
4697,B. H. Rose,https://openalex.org/A5004955616
4698,Mahbub Satter,https://openalex.org/A5004988424
4699,Fujimoto,https://openalex.org/A5005140458
4700,Nathan V. Parrish,https://openalex.org/A5005152221
4701,Chris Saldana,https://openalex.org/A5005154165
4702,Marina Vemmou,https://openalex.org/A5005293639
4703,Obinna Onyeije,https://openalex.org/A5005330246
4704,Pratik Kabali,https://openalex.org/A5005340933
4705,Cansu Tetik,https://openalex.org/A5005389926
4706,Caleb Rudnicki,https://openalex.org/A5005641467
4707,Mohammadsajad Abavisani,https://openalex.org/A5005689674
4708,Andria Z. Redding,https://openalex.org/A5005706158
4709,Aadarsh Padiyath,https://openalex.org/A5005802665
4710,Sereym Baek,https://openalex.org/A5005802683
4711,K. A. Boakye,https://openalex.org/A5005827534
4712,Lloyd Michael Huang,https://openalex.org/A5005883590
4713,Radhika Niranjan,https://openalex.org/A5005980889
4714,Chinmay Barve,https://openalex.org/A5006013811
4715,C. N. Driskell,https://openalex.org/A5006183139
4716,Nima Shoghi,https://openalex.org/A5006200831
4717,A. Ferrer-Vidal,https://openalex.org/A5006216070
4718,Austin Himschoot,https://openalex.org/A5006290288
4719,Matthew Torres,https://openalex.org/A5006348471
4720,Sibo Feng,https://openalex.org/A5006435603
4721,C. Hewitt,https://openalex.org/A5006599209
4722,Takaya Otsuki,https://openalex.org/A5006621721
4723,Farhan Kamili,https://openalex.org/A5006641754
4724,K. Wilson,https://openalex.org/A5006687394
4725,Sisil Mehta,https://openalex.org/A5006688930
4726,Ekaterina Smirnova,https://openalex.org/A5006701678
4727,Joseph Rhodes,https://openalex.org/A5006703058
4728,C. J. Fong,https://openalex.org/A5006791175
4729,Abhinav Narain,https://openalex.org/A5006851118
4730,Eric Chanez,https://openalex.org/A5006916843
4731,Chirag Mehta,https://openalex.org/A5006959221
4732,Uijeong Hwang,https://openalex.org/A5007070355
4733,Carrie Pack,https://openalex.org/A5007319014
4734,"VanHentenryck, Pascal",https://openalex.org/A5007443256
4735,Adam Brancato,https://openalex.org/A5007451272
4736,Gina Kruschek,https://openalex.org/A5007500767
4737,Vincent C. F. Li,https://openalex.org/A5007548100
4738,Cosmas Bayuadri,https://openalex.org/A5007565451
4739,Chad Simpson,https://openalex.org/A5007575858
4740,J. T. Kinard,https://openalex.org/A5007745065
4741,Alexandr B. Alexandrov,https://openalex.org/A5007757005
4742,Ryan W. Keane,https://openalex.org/A5007801832
4743,Daniel Canales,https://openalex.org/A5007809156
4744,G.R. Whitley,https://openalex.org/A5007836836
4745,Joseph P. De Kroon,https://openalex.org/A5007903057
4746,Suzanne E. Price,https://openalex.org/A5007961949
4747,Dunlap Scott,https://openalex.org/A5008010185
4748,Jon Womack,https://openalex.org/A5008038766
4749,Bongjin Park,https://openalex.org/A5008058775
4750,John M. Crane,https://openalex.org/A5008070931
4751,Ziba Derafshi,https://openalex.org/A5008244010
4752,Bhavana Katyal,https://openalex.org/A5008290188
4753,Melissa G. Arredondo,https://openalex.org/A5008300421
4754,Mahdi Mahmoudzadeh,https://openalex.org/A5008310371
4755,Devavret Makkar,https://openalex.org/A5008345512
4756,Y.J. Lee,https://openalex.org/A5008348372
4757,Futing Zhao,https://openalex.org/A5008348978
4758,Sim Harbert,https://openalex.org/A5008525129
4759,Akbar Shareef,https://openalex.org/A5008580516
4760,Juan Cajigas,https://openalex.org/A5008599843
4761,Jeremiah Redman,https://openalex.org/A5008665930
4762,Suraj Greenlund,https://openalex.org/A5008839785
4763,D.S. Gibson,https://openalex.org/A5008916990
4764,Jessie S. Roy,https://openalex.org/A5009016223
4765,C. Grennor,https://openalex.org/A5009217862
4766,Y.J. Kim,https://openalex.org/A5009234716
4767,Chien An Lai,https://openalex.org/A5009260518
4768,Brandon Headrick,https://openalex.org/A5009362081
4769,Alex Klusmeyer,https://openalex.org/A5009377308
4770,Julie Hawk,https://openalex.org/A5009424594
4771,Yishak Habtemichael,https://openalex.org/A5009440043
4772,Srinivaas Sekaran,https://openalex.org/A5009468026
4773,Mari‐Carmen Ruiz Delgado,https://openalex.org/A5009500346
4774,Diem Tran,https://openalex.org/A5009524721
4775,Whitney Davis,https://openalex.org/A5009535345
4776,C.A. Barrett,https://openalex.org/A5009570839
4777,Z Wang,https://openalex.org/A5009581463
4778,Wafa Louhichi,https://openalex.org/A5009605358
4779,Cornelius Marius Breevoort,https://openalex.org/A5009622640
4780,Malte McDaniel,https://openalex.org/A5009685118
4781,N. Ardoin,https://openalex.org/A5009721333
4782,JS Colton,https://openalex.org/A5009818160
4783,R. Abothu,https://openalex.org/A5009994022
4784,P.M. Ashok Kumar,https://openalex.org/A5010018556
4785,Alexander W. Bukharin,https://openalex.org/A5010230955
4786,Philip Marquardt,https://openalex.org/A5010261361
4787,Babu Varughese,https://openalex.org/A5010343119
4788,Omar Elsayed,https://openalex.org/A5010355427
4789,Ashley N Hersey,https://openalex.org/A5010357504
4790,Christian Bayens,https://openalex.org/A5010536011
4791,Ahmet Turgay Uzer,https://openalex.org/A5010565328
4792,C. Isert,https://openalex.org/A5010601703
4793,Vanshika Mehta,https://openalex.org/A5010606353
4794,W.E. Diesing,https://openalex.org/A5010618095
4795,Kathleen R. Salome,https://openalex.org/A5010683172
4796,Jeffrey B. Barron,https://openalex.org/A5010723253
4797,Y.J.E. Chen,https://openalex.org/A5010726695
4798,Peter Wan,https://openalex.org/A5010765924
4799,R. Atlee Watson,https://openalex.org/A5010800047
4800,Bruce McFarland,https://openalex.org/A5010810026
4801,David Misha Rodin,https://openalex.org/A5010933265
4802,B. E. DeMario,https://openalex.org/A5010983146
4803,Damian R Horton,https://openalex.org/A5011009225
4804,Jessica M. Housley,https://openalex.org/A5011030204
4805,Patrick Shahan,https://openalex.org/A5011074211
4806,Damon C. Nix,https://openalex.org/A5011079980
4807,Alexis Braun,https://openalex.org/A5011105250
4808,San Hui,https://openalex.org/A5011153006
4809,Andres Osorno,https://openalex.org/A5011224449
4810,Jeffery T. Halter,https://openalex.org/A5011234754
4811,J. Holt,https://openalex.org/A5011248719
4812,Athanasios Lolos,https://openalex.org/A5011260876
4813,Rob Farmer,https://openalex.org/A5011311740
4814,Joseph Cochran,https://openalex.org/A5011315405
4815,Doru-Cristian Balcan,https://openalex.org/A5011332267
4816,Matthew King-Smith,https://openalex.org/A5011335265
4817,Joao De Azevedo,https://openalex.org/A5011396976
4818,Michael Povoloskyi,https://openalex.org/A5011437122
4819,William L. Heaner,https://openalex.org/A5011455257
4820,Richard M. Kmack,https://openalex.org/A5011488875
4821,Les Gelbaum,https://openalex.org/A5011594068
4822,David J. Giannantonio,https://openalex.org/A5011609867
4823,A. Hamidi,https://openalex.org/A5011626632
4824,Matthew Britton,https://openalex.org/A5011674075
4825,Tianyi Yi,https://openalex.org/A5011747965
4826,K. Adebekun,https://openalex.org/A5011798142
4827,Cynthia Vance-Harris,https://openalex.org/A5011820109
4828,Y. Chen,https://openalex.org/A5011913206
4829,D.N. Jangha,https://openalex.org/A5011930887
4830,Oliver Brand,https://openalex.org/A5011954222
4831,Joe Selzler,https://openalex.org/A5012009310
4832,Emanuel Torres-Surillo,https://openalex.org/A5012011673
4833,Eddie Rivera,https://openalex.org/A5012049508
4834,Krista Lim-Hing,https://openalex.org/A5012098716
4835,N. Chaisilwattana,https://openalex.org/A5012182546
4836,Mitch Gould,https://openalex.org/A5012194256
4837,A. Bencheikh,https://openalex.org/A5012205464
4838,Vincent Terrier,https://openalex.org/A5012228166
4839,John-Travis Hansen,https://openalex.org/A5012239329
4840,Mark A. Tallent,https://openalex.org/A5012249474
4841,Gustavia Evans,https://openalex.org/A5012264056
4842,Leandro D. Gryngarten,https://openalex.org/A5012307941
4843,Ben Zin,https://openalex.org/A5012324325
4844,Amy Powell-Moman,https://openalex.org/A5012349929
4845,Josh M. Levin,https://openalex.org/A5012351983
4846,Sriram K. Annapragada,https://openalex.org/A5012398367
4847,Jonas Svennebring,https://openalex.org/A5012472611
4848,James Thomas Rowan,https://openalex.org/A5012524604
4849,Benjamin Findley,https://openalex.org/A5012641151
4850,Julie A. Kraus,https://openalex.org/A5012699872
4851,S. Zhang,https://openalex.org/A5012731223
4852,B. Arthur Kirkland,https://openalex.org/A5012823416
4853,Kirsten Masselink,https://openalex.org/A5012828526
4854,Thomas Prag,https://openalex.org/A5012845572
4855,Cynthia C. Pendley,https://openalex.org/A5012904094
4856,Cooper Drose,https://openalex.org/A5013106606
4857,John Zullo,https://openalex.org/A5013106867
4858,Victor Petitgenet,https://openalex.org/A5013120481
4859,Jerry Baumgart,https://openalex.org/A5013137635
4860,Frederik Deroo,https://openalex.org/A5013146017
4861,James Carleton,https://openalex.org/A5013187268
4862,Holger Pfänder,https://openalex.org/A5013375828
4863,Glynn Newby,https://openalex.org/A5013379992
4864,Linda Manning,https://openalex.org/A5013442692
4865,Hallie Ford,https://openalex.org/A5013526917
4866,T Dung,https://openalex.org/A5013553768
4867,Jonathan Bankston,https://openalex.org/A5013636351
4868,Keshav Kolur,https://openalex.org/A5013674976
4869,Karin Nagel,https://openalex.org/A5013714555
4870,Patrick Walsh,https://openalex.org/A5013754893
4871,Arnold J. Eng,https://openalex.org/A5013912433
4872,Rebekah L. St. Clair,https://openalex.org/A5013931040
4873,Jeramy M. Marsh,https://openalex.org/A5013948326
4874,Ashwin Ravi Sankar,https://openalex.org/A5014017853
4875,Troy Hilley,https://openalex.org/A5014031538
4876,C. G. Ray,https://openalex.org/A5014207538
4877,Pranjal M. Gajare,https://openalex.org/A5014221907
4878,Eric W. Massey,https://openalex.org/A5014276222
4879,Douglas Bruce Langille,https://openalex.org/A5014557662
4880,Alvin Chiu,https://openalex.org/A5014753003
4881,Samiran Chanchani,https://openalex.org/A5014910122
4882,Sue K. Bath,https://openalex.org/A5014919858
4883,Kyung Won Han,https://openalex.org/A5014927371
4884,L. Kassabian,https://openalex.org/A5015024231
4885,Grihith Manchanda,https://openalex.org/A5015037595
4886,Aaron L. Wilks,https://openalex.org/A5015079414
4887,Sri Charan Yarlagadda,https://openalex.org/A5015087605
4888,E.Z. Wahab,https://openalex.org/A5015105612
4889,Aishwarya Rajagopal,https://openalex.org/A5015124418
4890,Matthew Van Der Sluys,https://openalex.org/A5015170902
4891,Gregg Van Laningham,https://openalex.org/A5015209688
4892,Laurent Nassif,https://openalex.org/A5015301103
4893,Mechelle R. Morgan,https://openalex.org/A5015329341
4894,Ketki Sharma,https://openalex.org/A5015363489
4895,Lakmal Kaviratna,https://openalex.org/A5015425124
4896,Kasarin Charnsirisakskul,https://openalex.org/A5015463677
4897,Abhinav Prakash Gahlot,https://openalex.org/A5015570383
4898,R.T. Barghouthi,https://openalex.org/A5015601632
4899,Jessica Johnson,https://openalex.org/A5015608752
4900,Corbett Senter,https://openalex.org/A5015623143
4901,Nathan Robert Hines,https://openalex.org/A5015662021
4902,Paymon Nourparvar,https://openalex.org/A5015836178
4903,Francisco Castillo Zunino,https://openalex.org/A5015847357
4904,Ivan A. Morales,https://openalex.org/A5015859405
4905,Gaëtan Coisne,https://openalex.org/A5015880427
4906,V. Chellaboina,https://openalex.org/A5015905049
4907,Shafagh Yazdani,https://openalex.org/A5015917535
4908,Aiman Waris,https://openalex.org/A5015937933
4909,Soohun Kim,https://openalex.org/A5015939994
4910,Maxwell F. Toothman,https://openalex.org/A5015944686
4911,H. Fraz,https://openalex.org/A5015960030
4912,Rod Ice,https://openalex.org/A5016104060
4913,Sangyoon Ahn,https://openalex.org/A5016117952
4914,Ashlee St. John Iyer,https://openalex.org/A5016132768
